,director_name,actor_2_name,genres,actor_1_name,movie_title,actor_3_name,combined
3171,Jeff Lowell,William Morgan Sheppard,Comedy Fantasy Romance,Stephen Root,Over Her Dead Body,Wendi McLendon-Covey,Jeff Lowell William Morgan Sheppard Stephen Root Comedy Fantasy Romance Wendi McLendon-Covey
3172,Lorene Scafaria,Mark Moses,Adventure Comedy Drama Romance Sci-Fi,Steve Carell,Seeking a Friend for the End of the World,Rob Huebel,Lorene Scafaria Mark Moses Steve Carell Adventure Comedy Drama Romance Sci-Fi Rob Huebel
3173,Miguel Arteta,Stephen Root,Comedy,Kurtwood Smith,Cedar Rapids,Alia Shawkat,Miguel Arteta Stephen Root Kurtwood Smith Comedy Alia Shawkat
3175,Tony Kaye,Beverly D'Angelo,Crime Drama,Ethan Suplee,American History X,Stacy Keach,Tony Kaye Beverly D'Angelo Ethan Suplee Crime Drama Stacy Keach
3176,Marcus Dunstan,Johanna Braddy,Action Horror Thriller,Daniel Sharman,The Collection,Lee Tergesen,Marcus Dunstan Johanna Braddy Daniel Sharman Action Horror Thriller Lee Tergesen
3177,Timothy Björklund,Kelsey Grammer,Animation Comedy Family Fantasy Musical,Nathan Lane,Teacher's Pet,Jerry Stiller,Timothy Björklund Kelsey Grammer Nathan Lane Animation Comedy Family Fantasy Musical Jerry Stiller
3178,François Girard,Clotilde Mollet,Drama Music Mystery Romance,Johannes Silberschneider,The Red Violin,Carlo Cecchi,François Girard Clotilde Mollet Johannes Silberschneider Drama Music Mystery Romance Carlo Cecchi
3179,David Lynch,Richard Farnsworth,Biography Drama,Sissy Spacek,The Straight Story,Everett McGill,David Lynch Richard Farnsworth Sissy Spacek Biography Drama Everett McGill
3180,Scott Kalvert,James Franco,Action Crime Drama,Norman Reedus,Deuces Wild,Frankie Muniz,Scott Kalvert James Franco Norman Reedus Action Crime Drama Frankie Muniz
3181,Jason Bateman,Philip Baker Hall,Comedy Drama,Beth Grant,Bad Words,Patricia Belcher,Jason Bateman Philip Baker Hall Beth Grant Comedy Drama Patricia Belcher
3182,David Schwimmer,Iddo Goldberg,Comedy Romance Sport,Dylan Moran,"Run, Fatboy, Run",India de Beaufort,David Schwimmer Iddo Goldberg Dylan Moran Comedy Romance Sport India de Beaufort
3183,Allan Arkush,Randy Quaid,Comedy Sci-Fi,Bernadette Peters,Heartbeeps,Christopher Guest,Allan Arkush Randy Quaid Bernadette Peters Comedy Sci-Fi Christopher Guest
3184,Mike Binder,Gillian Jacobs,Drama,Jennifer Ehle,Black or White,Jillian Estell,Mike Binder Gillian Jacobs Jennifer Ehle Drama Jillian Estell
3185,Eric Bross,Tamala Jones,Comedy Family Romance,Jerry Stiller,On the Line,Dave Foley,Eric Bross Tamala Jones Jerry Stiller Comedy Family Romance Dave Foley
3186,Werner Herzog,Toby Huss,Adventure Biography Drama War,Christian Bale,Rescue Dawn,François Chau,Werner Herzog Toby Huss Christian Bale Adventure Biography Drama War François Chau
3187,Dan Fogelman,Jennifer Garner,Comedy Drama Music,Al Pacino,Danny Collins,Melissa Benoist,Dan Fogelman Jennifer Garner Al Pacino Comedy Drama Music Melissa Benoist
3188,Jay Duplass,Evan Ross,Comedy Drama,Judy Greer,"Jeff, Who Lives at Home",Rae Dawn Chong,Jay Duplass Evan Ross Judy Greer Comedy Drama Rae Dawn Chong
3189,Luca Guadagnino,Waris Ahluwalia,Drama Romance,Flavio Parenti,I Am Love,Alba Rohrwacher,Luca Guadagnino Waris Ahluwalia Flavio Parenti Drama Romance Alba Rohrwacher
3190,John Putch,Diedrich Bader,Drama Mystery Sci-Fi,Robert Picardo,Atlas Shrugged II: The Strike,Esai Morales,John Putch Diedrich Bader Robert Picardo Drama Mystery Sci-Fi Esai Morales
3191,Peter Medak,Michael Wincott,Action Crime Drama Thriller,Gary Oldman,Romeo Is Bleeding,Lena Olin,Peter Medak Michael Wincott Gary Oldman Action Crime Drama Thriller Lena Olin
3192,Steven Soderbergh,Lesley Ann Warren,Crime Drama Mystery Thriller,Peter Fonda,The Limey,William Lucking,Steven Soderbergh Lesley Ann Warren Peter Fonda Crime Drama Mystery Thriller William Lucking
3193,Paul Haggis,Loretta Devine,Crime Drama Thriller,Don Cheadle,Crash,Jennifer Esposito,Paul Haggis Loretta Devine Don Cheadle Crime Drama Thriller Jennifer Esposito
3194,Terence Davies,Anthony LaPaglia,Drama Romance,Eric Stoltz,The House of Mirth,Elizabeth McGovern,Terence Davies Anthony LaPaglia Eric Stoltz Drama Romance Elizabeth McGovern
3195,Harley Cokeliss,Tracey Walter,Action Drama Thriller,Cliff Robertson,Malone,Dennis Burkley,Harley Cokeliss Tracey Walter Cliff Robertson Action Drama Thriller Dennis Burkley
3196,Victor Salva,Tim DeKay,Drama Romance Sport,Scott Mechlowicz,Peaceful Warrior,Agnes Bruckner,Victor Salva Tim DeKay Scott Mechlowicz Drama Romance Sport Agnes Bruckner
3197,Tom Brady,Kevin Nealon,Comedy,Don Johnson,Bucky Larson: Born to Be a Star,Nicholas Turturro,Tom Brady Kevin Nealon Don Johnson Comedy Nicholas Turturro
3198,Spike Lee,Michael Rapaport,Comedy Drama Music,Gillian White,Bamboozled,Jada Pinkett Smith,Spike Lee Michael Rapaport Gillian White Comedy Drama Music Jada Pinkett Smith
3199,Jason Zada,Stephanie Vogt,Horror Mystery Thriller,Eoin Macken,The Forest,Gen Seto,Jason Zada Stephanie Vogt Eoin Macken Horror Mystery Thriller Gen Seto
3200,Franklin J. Schaffner,William Hootkins,Adventure Mystery Thriller,Frank Langella,Sphinx,John Gielgud,Franklin J. Schaffner William Hootkins Frank Langella Adventure Mystery Thriller John Gielgud
3201,Noah Baumbach,Maria Dizzia,Comedy Drama,Naomi Watts,While We're Young,Dree Hemingway,Noah Baumbach Maria Dizzia Naomi Watts Comedy Drama Dree Hemingway
3202,Chris Weitz,Eddie 'Piolin' Sotelo,Drama Romance,Demián Bichir,A Better Life,Robert Peters,Chris Weitz Eddie 'Piolin' Sotelo Demián Bichir Drama Romance Robert Peters
3203,David Cronenberg,John Neville,Drama Mystery Thriller,Miranda Richardson,Spider,Lynn Redgrave,David Cronenberg John Neville Miranda Richardson Drama Mystery Thriller Lynn Redgrave
3204,Eric Blakeney,Oliver Platt,Comedy Crime Romance,Liam Neeson,Gun Shy,Mitch Pileggi,Eric Blakeney Oliver Platt Liam Neeson Comedy Crime Romance Mitch Pileggi
3205,Douglas McGrath,Anne Hathaway,Drama Romance,Charlie Hunnam,Nicholas Nickleby,Jim Broadbent,Douglas McGrath Anne Hathaway Charlie Hunnam Drama Romance Jim Broadbent
3206,Ariel Vromen,James Franco,Biography Crime Drama,Chris Evans,The Iceman,Robert Davi,Ariel Vromen James Franco Chris Evans Biography Crime Drama Robert Davi
3208,Rakesh Roshan,Rekha,Action Adventure Romance Sci-Fi,Naseeruddin Shah,Krrish,Sharat Saxena,Rakesh Roshan Rekha Naseeruddin Shah Action Adventure Romance Sci-Fi Sharat Saxena
3209,John Waters,Melanie Griffith,Comedy Crime Thriller,Alicia Witt,Cecil B. DeMented,Kevin Nealon,John Waters Melanie Griffith Alicia Witt Comedy Crime Thriller Kevin Nealon
3210,William Friedkin,Scott A. Martin,Crime Drama Romance Thriller,Matthew McConaughey,Killer Joe,Carol Sutton,William Friedkin Scott A. Martin Matthew McConaughey Crime Drama Romance Thriller Carol Sutton
3211,Derrick Borte,Gary Cole,Comedy Drama,Demi Moore,The Joneses,Robert Pralgo,Derrick Borte Gary Cole Demi Moore Comedy Drama Robert Pralgo
3212,Richard Kwietniowski,Minnie Driver,Crime Drama Thriller,Philip Seymour Hoffman,Owning Mahowny,Maury Chaykin,Richard Kwietniowski Minnie Driver Philip Seymour Hoffman Crime Drama Thriller Maury Chaykin
3213,Bob Odenkirk,Lee Majors,Comedy,Jenna Fischer,The Brothers Solomon,Will Forte,Bob Odenkirk Lee Majors Jenna Fischer Comedy Will Forte
3214,Kar-Wai Wong,Norah Jones,Drama Romance,Natalie Portman,My Blueberry Nights,Adriane Lenox,Kar-Wai Wong Norah Jones Natalie Portman Drama Romance Adriane Lenox
3215,John Turturro,Ben Gazzara,Drama,Beverly D'Angelo,Illuminata,George DiCenzo,John Turturro Ben Gazzara Beverly D'Angelo Drama George DiCenzo
3216,Guy Ritchie,Jeanne Tripplehorn,Comedy Romance,Bruce Greenwood,Swept Away,David Thornton,Guy Ritchie Jeanne Tripplehorn Bruce Greenwood Comedy Romance David Thornton
3217,Joshua Seftel,Sergej Trifunovic,Action Comedy Thriller,Bashar Rahal,"War, Inc.",Ned Bellamy,Joshua Seftel Sergej Trifunovic Bashar Rahal Action Comedy Thriller Ned Bellamy
3218,Stephen Chow,Karen Mok,Action Comedy Sport,Wei Zhao,Shaolin Soccer,Kwok-Kwan Chan,Stephen Chow Karen Mok Wei Zhao Action Comedy Sport Kwok-Kwan Chan
3219,Vincent Gallo,Cheryl Tiegs,Drama,Vincent Gallo,The Brown Bunny,Anna Vareschi,Vincent Gallo Cheryl Tiegs Vincent Gallo Drama Anna Vareschi
3220,Claude Chabrol,François Cluzet,Comedy Crime Thriller,Isabelle Huppert,The Swindle,Michel Serrault,Claude Chabrol François Cluzet Isabelle Huppert Comedy Crime Thriller Michel Serrault
3221,Jon Stewart,Claire Foy,Biography Drama,Numan Acar,Rosewater,Haluk Bilginer,Jon Stewart Claire Foy Numan Acar Biography Drama Haluk Bilginer
3222,Bigas Luna,Aitana Sánchez-Gijón,Drama Romance,Olivier Martinez,The Chambermaid on the Titanic,Romane Bohringer,Bigas Luna Aitana Sánchez-Gijón Olivier Martinez Drama Romance Romane Bohringer
3223,Ralph Fiennes,Ashraf Barhom,Drama Thriller War,Gerard Butler,Coriolanus,Lubna Azabal,Ralph Fiennes Ashraf Barhom Gerard Butler Drama Thriller War Lubna Azabal
3224,Dan Harris,Ryan Donowho,Comedy Drama,Kip Pardue,Imaginary Heroes,Larry Fessenden,Dan Harris Ryan Donowho Kip Pardue Comedy Drama Larry Fessenden
3225,Mel Smith,Danny Dyer,Action Comedy Drama,Minnie Driver,High Heels and Low Lifes,Mary McCormack,Mel Smith Danny Dyer Minnie Driver Action Comedy Drama Mary McCormack
3226,Bobcat Goldthwait,Daryl Sabara,Comedy Drama,Robin Williams,World's Greatest Dad,Henry Simmons,Bobcat Goldthwait Daryl Sabara Robin Williams Comedy Drama Henry Simmons
3227,Christopher Smith,Toby Stephens,Comedy Horror Thriller,Danny Dyer,Severance,Laura Harris,Christopher Smith Toby Stephens Danny Dyer Comedy Horror Thriller Laura Harris
3228,Stuart Gordon,Dulé Hill,Drama Thriller,Joe Mantegna,Edmond,Jeffrey Combs,Stuart Gordon Dulé Hill Joe Mantegna Drama Thriller Jeffrey Combs
3229,Jake Scott,Ally Sheedy,Drama,Kristen Stewart,Welcome to the Rileys,Kerry Cahill,Jake Scott Ally Sheedy Kristen Stewart Drama Kerry Cahill
3230,Alan Metter,Michael Winslow,Comedy Crime,Christopher Lee,Police Academy: Mission to Moscow,G.W. Bailey,Alan Metter Michael Winslow Christopher Lee Comedy Crime G.W. Bailey
3231,Jeb Stuart,Nate Parker,Drama,Ricky Schroder,Blood Done Sign My Name,Lee Norris,Jeb Stuart Nate Parker Ricky Schroder Drama Lee Norris
3232,Rafa Lara,Andrés Montiel,Drama History War,Jorge Luis Moreno,"Cinco de Mayo, La Batalla",William Miller,Rafa Lara Andrés Montiel Jorge Luis Moreno Drama History War William Miller
3233,Michael Radford,Jared Gilman,Comedy Drama Romance,Chris Noth,Elsa & Fred,James Brolin,Michael Radford Jared Gilman Chris Noth Comedy Drama Romance James Brolin
3234,Arthur Hiller,Harvey Weinstein,Comedy,Eric Idle,An Alan Smithee Film: Burn Hollywood Burn,Ryan O'Neal,Arthur Hiller Harvey Weinstein Eric Idle Comedy Ryan O'Neal
3235,Michael Meredith,Justin Timberlake,Comedy Drama,Jeff Bridges,The Open Road,Ted Danson,Michael Meredith Justin Timberlake Jeff Bridges Comedy Drama Ted Danson
3236,Julio DePietro,Scott Porter,Comedy Romance,Adrian Martinez,The Good Guy,Aaron Yoo,Julio DePietro Scott Porter Adrian Martinez Comedy Romance Aaron Yoo
3237,Katherine Dieckmann,Minnie Driver,Comedy Drama,Stephanie Szostak,Motherhood,Anthony Edwards,Katherine Dieckmann Minnie Driver Stephanie Szostak Comedy Drama Anthony Edwards
3238,William Dear,Corbin Bleu,Drama,Madison Pettis,Free Style,Sandra Echeverría,William Dear Corbin Bleu Madison Pettis Drama Sandra Echeverría
3239,Kim Farrant,Reef Ireland,Drama Mystery Thriller,Nicholas Hamilton,Strangerland,Sean Keenan,Kim Farrant Reef Ireland Nicholas Hamilton Drama Mystery Thriller Sean Keenan
3240,Marcus Raboy,Tamala Jones,Comedy Crime Music,Mike Epps,The Janky Promoters,Glenn Plummer,Marcus Raboy Tamala Jones Mike Epps Comedy Crime Music Glenn Plummer
3241,Scott Marshall,Drew Waters,Comedy Romance,Drew Fuller,Blonde Ambition,Larry Miller,Scott Marshall Drew Waters Drew Fuller Comedy Romance Larry Miller
3242,Álex de la Iglesia,Leonor Watling,Crime Mystery Thriller,Jim Carter,The Oxford Murders,Danny Sapani,Álex de la Iglesia Leonor Watling Jim Carter Crime Mystery Thriller Danny Sapani
3243,Andrew Traucki,Gyton Grantley,Horror Thriller,Damian Walshe-Howling,The Reef,Adrienne Pickering,Andrew Traucki Gyton Grantley Damian Walshe-Howling Horror Thriller Adrienne Pickering
3244,Michael Clancy,Rip Torn,Comedy Drama,Zooey Deschanel,Eulogy,Kelly Preston,Michael Clancy Rip Torn Zooey Deschanel Comedy Drama Kelly Preston
3245,Patrick Lussier,Craig Fairbrass,Drama Fantasy Horror Thriller,Teryl Rothery,White Noise 2: The Light,Adrian Holmes,Patrick Lussier Craig Fairbrass Teryl Rothery Drama Fantasy Horror Thriller Adrian Holmes
3246,Robert Adetuyi,Mishael Morgan,Drama Music,Shane Pollard,You Got Served: Beat the World,Chase Armitage,Robert Adetuyi Mishael Morgan Shane Pollard Drama Music Chase Armitage
3247,Kari Skogland,Kevin Zegers,Drama Thriller,Jim Sturgess,Fifty Dead Men Walking,Michael McElhatton,Kari Skogland Kevin Zegers Jim Sturgess Drama Thriller Michael McElhatton
3248,Taedong Park,Tom Arnold,Adventure Animation,Drake Bell,Jungle Shuffle,Amanda Troop,Taedong Park Tom Arnold Drake Bell Adventure Animation Amanda Troop
3249,Paul Schrader,Ayelet Zurer,Drama War,Veronica Ferres,Adam Resurrected,Derek Jacobi,Paul Schrader Ayelet Zurer Veronica Ferres Drama War Derek Jacobi
3250,Benedikt Erlingsson,Charlotte Bøving,Comedy Drama Romance,Ingvar Eggert Sigurðsson,Of Horses and Men,Sigríður María Egilsdóttir,Benedikt Erlingsson Charlotte Bøving Ingvar Eggert Sigurðsson Comedy Drama Romance Sigríður María Egilsdóttir
3251,Gurinder Chadha,Mark Addy,Comedy Drama Horror Romance,Sendhil Ramamurthy,It's a Wonderful Afterlife,Shabana Azmi,Gurinder Chadha Mark Addy Sendhil Ramamurthy Comedy Drama Horror Romance Shabana Azmi
3252,Jason Connery,Henry Rollins,Action Horror Sci-Fi,Ray Winstone,The Devil's Tomb,Jason London,Jason Connery Henry Rollins Ray Winstone Action Horror Sci-Fi Jason London
3253,Vic Sarin,Jesse Moss,Drama Romance,Jimi Mistry,Partition,John Light,Vic Sarin Jesse Moss Jimi Mistry Drama Romance John Light
3254,Jim Issa,Luke Perry,Comedy,Elaine Hendrix,Good Intentions,Jon Gries,Jim Issa Luke Perry Elaine Hendrix Comedy Jon Gries
3255,Jee-woon Kim,Woo-sung Jung,Action Adventure Comedy Western,Kang-ho Song,"The Good, the Bad, the Weird",Dal-su Oh,Jee-woon Kim Woo-sung Jung Kang-ho Song Action Adventure Comedy Western Dal-su Oh
3256,Douglas Aarniokoski,Katrina Bowden,Horror Thriller,Boris Kodjoe,Nurse 3D,Kathleen Turner,Douglas Aarniokoski Katrina Bowden Boris Kodjoe Horror Thriller Kathleen Turner
3257,William Phillips,Callum Rennie,Action Comedy Drama Western,Tyler Mane,Gunless,Dustin Milligan,William Phillips Callum Rennie Tyler Mane Action Comedy Drama Western Dustin Milligan
3258,Greg Mottola,Martin Starr,Comedy Drama Romance,Kristen Stewart,Adventureland,Wendie Malick,Greg Mottola Martin Starr Kristen Stewart Comedy Drama Romance Wendie Malick
3259,Andy Garcia,Victor Rivers,Drama Romance,Danny Pino,The Lost City,Enrique Murciano,Andy Garcia Victor Rivers Danny Pino Drama Romance Enrique Murciano
3260,Steve Carr,Mike Epps,Comedy,John Witherspoon,Next Friday,Rolando Molina,Steve Carr Mike Epps John Witherspoon Comedy Rolando Molina
3261,Sarik Andreasyan,Jordana Brewster,Action Crime Drama Thriller,Hayden Christensen,American Heist,Akon,Sarik Andreasyan Jordana Brewster Hayden Christensen Action Crime Drama Thriller Akon
3262,Lewis Gilbert,Burt Kwouk,Action Adventure Thriller,Donald Pleasence,You Only Live Twice,Desmond Llewelyn,Lewis Gilbert Burt Kwouk Donald Pleasence Action Adventure Thriller Desmond Llewelyn
3263,Julian Gilbey,Alfie Allen,Action Comedy Crime Drama,Mem Ferda,Plastic,Malese Jow,Julian Gilbey Alfie Allen Mem Ferda Action Comedy Crime Drama Malese Jow
3264,Michael Haneke,Emmanuelle Riva,Drama Romance,Isabelle Huppert,Amour,Jean-Louis Trintignant,Michael Haneke Emmanuelle Riva Isabelle Huppert Drama Romance Jean-Louis Trintignant
3265,Gary Sherman,Heather O'Rourke,Horror Thriller,Tom Skerritt,Poltergeist III,Zelda Rubinstein,Gary Sherman Heather O'Rourke Tom Skerritt Horror Thriller Zelda Rubinstein
3266,Valeri Milev,Roger Cross,Action Horror,Daniella Alonso,Re-Kill,Jesse Garcia,Valeri Milev Roger Cross Daniella Alonso Action Horror Jesse Garcia
3267,Stanley Kramer,Sid Caesar,Action Adventure Comedy Crime,Jonathan Winters,"It's a Mad, Mad, Mad, Mad World",Spencer Tracy,Stanley Kramer Sid Caesar Jonathan Winters Action Adventure Comedy Crime Spencer Tracy
3268,Pedro Almodóvar,Lola Dueñas,Comedy Crime Drama Mystery,Carmen Maura,Volver,Antonio de la Torre,Pedro Almodóvar Lola Dueñas Carmen Maura Comedy Crime Drama Mystery Antonio de la Torre
3269,Gerald Potterton,Joe Flaherty,Adventure Animation Fantasy Horror Sci-Fi,John Vernon,Heavy Metal,Don Francks,Gerald Potterton Joe Flaherty John Vernon Adventure Animation Fantasy Horror Sci-Fi Don Francks
3270,Jared Hess,Michael Angarano,Adventure Comedy Sci-Fi,Jizelle Jade,Gentlemen Broncos,Héctor Jiménez,Jared Hess Michael Angarano Jizelle Jade Adventure Comedy Sci-Fi Héctor Jiménez
3271,Richard Loncraine,Jim Broadbent,Drama War,Robert Downey Jr.,Richard III,Kristin Scott Thomas,Richard Loncraine Jim Broadbent Robert Downey Jr. Drama War Kristin Scott Thomas
3272,David Hackl,Michaela McManus,Action Horror Thriller,Scott Glenn,Into the Grizzly Maze,Luisa D'Oliveira,David Hackl Michaela McManus Scott Glenn Action Horror Thriller Luisa D'Oliveira
3273,Anurag Basu,Steven Michael Quezada,Action Drama Romance Thriller,Bárbara Mori,Kites,Kabir Bedi,Anurag Basu Steven Michael Quezada Bárbara Mori Action Drama Romance Thriller Kabir Bedi
3274,Lars von Trier,Kirsten Dunst,Drama Sci-Fi,Alexander Skarsgård,Melancholia,Charlotte Rampling,Lars von Trier Kirsten Dunst Alexander Skarsgård Drama Sci-Fi Charlotte Rampling
3275,Kriv Stenders,Keisha Castle-Hughes,Biography Comedy Drama Family Romance,Noah Taylor,Red Dog,Luke Ford,Kriv Stenders Keisha Castle-Hughes Noah Taylor Biography Comedy Drama Family Romance Luke Ford
3276,Yash Chopra,Katrina Kaif,Drama Romance,Shah Rukh Khan,Jab Tak Hai Jaan,Vic Waghorn,Yash Chopra Katrina Kaif Shah Rukh Khan Drama Romance Vic Waghorn
3277,Ridley Scott,Yaphet Kotto,Horror Sci-Fi,Tom Skerritt,Alien,Bolaji Badejo,Ridley Scott Yaphet Kotto Tom Skerritt Horror Sci-Fi Bolaji Badejo
3278,Tobe Hooper,Edwin Neal,Horror Thriller,Gunnar Hansen,The Texas Chain Saw Massacre,Marilyn Burns,Tobe Hooper Edwin Neal Gunnar Hansen Horror Thriller Marilyn Burns
3279,Floria Sigismondi,Scout Taylor-Compton,Biography Drama Music,Kristen Stewart,The Runaways,Johnny Lewis,Floria Sigismondi Scout Taylor-Compton Kristen Stewart Biography Drama Music Johnny Lewis
3280,Norman Jewison,Paul Michael Glaser,Drama Family Musical Romance,Topol,Fiddler on the Roof,Rosalind Harris,Norman Jewison Paul Michael Glaser Topol Drama Family Musical Romance Rosalind Harris
3281,Terence Young,Earl Cameron,Action Adventure Thriller,Desmond Llewelyn,Thunderball,Lois Maxwell,Terence Young Earl Cameron Desmond Llewelyn Action Adventure Thriller Lois Maxwell
3282,Joseph Kahn,Shanley Caswell,Comedy Horror Sci-Fi,Josh Hutcherson,Detention,Parker Bagley,Joseph Kahn Shanley Caswell Josh Hutcherson Comedy Horror Sci-Fi Parker Bagley
3283,Ferzan Ozpetek,Alessandro Preziosi,Comedy Drama Romance,Riccardo Scamarcio,Loose Cannons,Lunetta Savino,Ferzan Ozpetek Alessandro Preziosi Riccardo Scamarcio Comedy Drama Romance Lunetta Savino
3284,F. Gary Gray,Jada Pinkett Smith,Action Crime Drama Romance Thriller,Vivica A. Fox,Set It Off,Blair Underwood,F. Gary Gray Jada Pinkett Smith Vivica A. Fox Action Crime Drama Romance Thriller Blair Underwood
3285,Malcolm D. Lee,Sanaa Lathan,Comedy Drama,Harold Perrineau,The Best Man,Jarrod Bunch,Malcolm D. Lee Sanaa Lathan Harold Perrineau Comedy Drama Jarrod Bunch
3286,Tom Holland,Alex Vincent,Fantasy Horror,Catherine Hicks,Child's Play,Dinah Manoff,Tom Holland Alex Vincent Catherine Hicks Fantasy Horror Dinah Manoff
3287,Michael Moore,Tucker Albrizzi,Documentary Drama,Michael Moore,Sicko,Bill Clinton,Michael Moore Tucker Albrizzi Michael Moore Documentary Drama Bill Clinton
3288,James DeMonaco,Zach Gilford,Action Horror Sci-Fi Thriller,Noel Gugliemi,The Purge: Anarchy,Roberta Valderrama,James DeMonaco Zach Gilford Noel Gugliemi Action Horror Sci-Fi Thriller Roberta Valderrama
